Dataset ID,Dataset Name,Column,Prediction,Sample
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_Addr,UNKNOWN|ADDRESS,"['P.O. BOX 562', '24928 CHEROKEE RD', 'P.O. BOX 503',
 '46W861 BIG TIMBER RD', 'PO BOX 22287']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_City,ADDRESS,"['REDDING, CA 96049-6009', 'DECATUR, IN 46733', 'PAAUILO, HI 96776',
 'FT COLLINS, CO 80524-9334', 'ROOSEVELT, AZ 85545']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_Phon,PHONE_NUMBER,"['773-491-5951', '309-697-8272', '530-225-6203', '303-621-2884',
 '670-234-7000']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Na,UNKNOWN,"['HOWARD HUGHES, DIR FACILITIES', 'JUSTIN BOLLUM', 'BECKY BURT',
 'DON COLBERT', 'ROBERT RENTERIA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Ad,UNKNOWN|ADDRESS,"['5030 TWO CHOP ROAD', '101 E REDLANDS BLVD',
 'TONTO BASIN DISTRICT, 28079 N. AZ HWY 188', '111 SPRING ST',
 '1869 SANBORN CK RD']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Ci,ADDRESS,"['SIDNEY, IA 51652', 'FRISCO, CO 80435', 'PAAUILO, HI 96776',
 'SALT LAKE CITY, UT 84101', 'TAMPA, FL 33606']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Ph,PHONE_NUMBER,"['303-621-2884', '(618) 781-3215', '(720) 879-2573', '303-558-5600',
 '520-227-6015']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Point_,QUANTITY,"['36-21-21.2690N', '48-14-08.0400N', '42-07-36.0880N', '43-51-51.0810N',
 '38-32-54.6000N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_1,FLOAT,"['130351.4400N', '150963.0000N', '142465.1720N', '129935.6000N',
 '221433.0000N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_2,SSN,"['149-54-31.0000W', '085-35-34.9460W', '156-22-02.4970W',
 '090-08-35.9500W', '085-44-59.7510W']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_3,FLOAT|QUANTITY,"['308134.9460W', '315569.2000W', '359516.3340W', '397044.2790W',
 '316200.2500W']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_4,UNKNOWN,"['E', 'E', 'E', 'E', 'E']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Elevation,FLOAT,"['15.0', '10.0', '2288.0', '8.0', '4250.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Elevation_,UNKNOWN,"['E', 'E', 'E', 'E', 'S']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mag_Var,ORDINAL,"['15E', '01W', '14W', '06W', '22E']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mag_Var_Ye,FLOAT,"['2010.0', '2015.0', '1985.0', '1985.0', '1985.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Pattern_Al,FLOAT,"['900.0', '800.0', '800.0', '800.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Sectional_,UNKNOWN,"['TWIN CITIES', 'SEATTLE', 'DENVER', 'LOS ANGELES', 'JACKSONVILLE']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Dist_City_,ORDINAL,"['0.0', '8.0', '6.0', '3.0', '0.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Dir_City_T,UNKNOWN,"['NE', 'SE', 'E', 'NW', 'NE']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Land_Area_,FLOAT,"['3.0', '25.0', '42.0', '80.0', '3800.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Boundary_A,UNKNOWN,"['ZMP', 'ZDV', 'ZMA', 'ZME', 'ZOA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Boundary_1,UNKNOWN,"['ZCR', 'ZCG', 'ZCL', 'ZAN', 'ZCJ']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Boundary_2,UNKNOWN,"['ATLANTA', 'VANCOUVER', 'CLEVELAND', 'MIAMI', 'KANSAS CITY']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Responsibl,UNKNOWN,"['ZMA', 'ZLA', 'ZHU', 'ZAU', 'ZOA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Responsi_1,UNKNOWN,"['ZCJ', 'ZCC', 'ZCG', 'ZCL', 'ZCD']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Responsi_2,UNKNOWN,"['MINNEAPOLIS', 'KANSAS CITY', 'OAKLAND', 'DENVER', 'ANCHORAGE']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fss_On_Fac,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fss_Id,UNKNOWN,"['MCN', 'MIA', 'ANB', 'SJU', 'RIU']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fss_Name,UNKNOWN,"['MIAMI', 'CLEVELAND', 'TERRE HAUTE', 'DENVER', 'KENAI']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Local_Phon,PHONE_NUMBER,"['907-283-7211', '907-442-3310', '907-283-7211', '907-532-2466',
 '907-283-7211']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Toll_Free_,QUANTITY,"['1-800-WX-BRIEF', '1-800-WX-BRIEF', '1-800-WX-BRIEF', '1-800-WX-BRIEF',
 '1-800-WX-BRIEF']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Alt_Fss_Id,UNKNOWN,"['ENA', 'FAI']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Alt_Fss_Na,UNKNOWN,"['KENAI', 'FAIRBANKS']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Toll_Fre_1,PHONE_NUMBER,"['1-866-864-1737', '1-866-248-6516']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Notam_Wx_F,UNKNOWN,"['CYQQ', 'ENA', 'BOI', 'FDC', 'DEN']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Notam_DSer,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Activation,DATE,"['Jul-06', 'Jul-90', 'Apr-40', 'Feb-04', 'Oct-65']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Status_Cod,UNKNOWN,"['O', 'O', 'O', 'O', 'O']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Arff_Cert_,DATE,"['I B S 05/1973', 'I C S 05/1973', 'I B S 04/2005']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Npias_Fed_,UNKNOWN,"['NGY', 'NGRVY3', 'NGY', 'N', 'NGY']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Airspace_A,UNKNOWN,"['NOT ANALYZED', 'NO OBJECTION', 'OBJECTIONABLE', 'NO OBJECTION',
 'CONDITIONAL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Intl_Custo,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Intl_Cus_1,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mil_Joint_,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mil_Landin,UNKNOWN,"['N', 'Y', 'Y', 'Y', 'Y']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Inspection,INTEGER,"['2', '2', '2', '2', '2']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Agency_Ins,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Last_Inspe,FLOAT,"['6112019.0', '12132017.0', '7022017.0', '1112019.0', '1172019.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Last_Info_,FLOAT,"['4132019.0', '2152016.0', '4272019.0', '7252016.0', '9072019.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fuel_Types,ORDINAL,"['100LLA', '100  A', '100LL', '100LLA1', '100LLA+']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Repair_Ser,UNKNOWN,"['MAJOR', 'MAJOR', 'MINOR', 'MAJOR', 'MINOR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Power_Plan,UNKNOWN,"['MAJOR', 'MAJOR', 'MAJOR', 'MAJOR', 'MAJOR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Bottled_Ox,UNKNOWN,"['HIGH/LOW', 'LOW']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Bulk_Oxyge,UNKNOWN,"['HIGH/LOW', 'HIGH/LOW', 'HIGH/LOW']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Lighting_S,UNKNOWN,"['SS-SR', 'SEE RMK', 'SEE RMK', 'SEE RMK', 'SEE RMK']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Beacon_Lig,UNKNOWN,"['SS-SR', 'SS-SR', 'SS-SR', 'SEE RMK', 'SS-SR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Atc_Tower,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Unicom,FLOAT,"['122.95', '122.7', '122.8', '123.0', '122.95']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ctaf,FLOAT,"['122.9', '122.9', '122.9', '122.7', '123.6']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Seg_Circle,UNKNOWN,"['N', 'N', 'Y', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Beacon_Col,UNKNOWN,"['CG', 'CGY', 'CGY', 'CGY', 'CY']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Landing_Fe,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Medical_Fa,UNKNOWN,"['Y', 'Y', 'Y', 'Y', 'Y']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Sing,ORDINAL,"['4.0', '0.0', '2.0', '2.0', '2.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Mult,ORDINAL,"['32.0', '1.0', '1.0', '1.0', '2.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Jet_,ORDINAL|FLOAT,"['0.0', '0.0', '1.0', '6.0', '0.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Heli,ORDINAL,"['4.0', '6.0', '0.0', '1.0', '8.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Glid,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Mili,ORDINAL,"['0.0', '0.0', '0.0', '14.0', '0.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Based_Ultr,ORDINAL|FLOAT,"['2.0', '0.0', '0.0', '0.0', '2.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Commercial,FLOAT,"['3946.0', '2690.0', '0.0', '16726.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Commuter_O,,[]
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Air_Taxi_O,FLOAT,"['2378.0', '0.0', '200.0', '3876.0', '2266.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ga_Local_O,FLOAT,"['0.0', '2000.0', '700.0', '330.0', '37082.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ga_Itinera,FLOAT,"['1500.0', '2000.0', '11128.0', '10.0', '1000.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mitary_Ops,FLOAT,"['2048.0', '150.0', '50.0', '500.0', '460.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Annual_Ops,DATE,"['4/29/2019', '6/30/2016', '4/26/2019', '6/30/2019', '12/13/2017']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Position_S,UNKNOWN,"['3RD PARTY SURVEY', 'FAA-EST IMAGERY', 'OWNER', 'FAA-EST IMAGERY',
 'MILITARY']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Position_1,DATE,"['12/20/2011', '11/15/2016', '6/26/2016', '4/2/2016', '10/22/2009']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Elevatio_1,UNKNOWN,"['OWNER', 'OWNER', '3RD PARTY SURVEY', '3RD PARTY SURVEY', 'OWNER']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Elevatio_2,DATE,"['11/15/2016', '9/15/2011', '4/8/2017', '1/31/2011', '9/6/2017']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Contract_F,UNKNOWN,['N']
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Transient_,UNKNOWN,"['HGR,TIE', 'TIE', 'HGR', 'TIE', 'HGR,TIE']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Other_Serv,UNKNOWN,"['CARGO', 'CHTR,INSTR,RNTL,SALES', 'INSTR,RNTL', 'CARGO', 'AGRI']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Wind_Indic,UNKNOWN,"['Y', 'Y', 'N', 'Y', 'Y']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Icao_Ident,UNKNOWN,"['MYNN', 'PAOO', 'KSRQ', 'CYQQ', 'CYSJ']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Min_Op_Net,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Filler,,[]
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,the_geom,BAN,"['POINT (-88.57129583273094 42.26873888891798)',
 'POINT (-82.95764852760186 42.27586419409519)',
 'POINT (-154.2478466667361 56.89948722218852)',
 'POINT (-85.5930405556233 41.4847713888599)',
 'POINT (145.63027777773104 14.962500000297457)']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,OBJECTID,INTEGER,"['3963', '2613', '10725', '2307', '3874']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Rec_Type,UNKNOWN,"['APT', 'APT', 'APT', 'APT', 'APT']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Site_Num,FLOAT,"['50448.*C', '01817.02*H', '03723.1*A', '03484.*A', '02088.011*H']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fac_Type,UNKNOWN,"['AIRPORT', 'AIRPORT', 'HELIPORT', 'AIRPORT', 'HELIPORT']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Loc_Id,ORDINAL|INTEGER|UNKNOWN,"['11IS', 'CL53', 'FA21', '7CA3', 'TPF']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Eff_Date,DATE,"['7/16/2020', '7/16/2020', '7/16/2020', '7/16/2020', '7/16/2020']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Region_Cod,UNKNOWN,"['ASO', 'ASW', 'AGL', 'AWP', 'AGL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Field_Offi,UNKNOWN,"['DEN', 'AOK', 'LAX', 'CHI', 'ATL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,State_Post,UNKNOWN,"['IL', 'HI', 'GA', 'TX', 'AL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,State_Name,UNKNOWN,"['ARIZONA', 'ILLINOIS', 'GEORGIA', 'FLORIDA', 'GEORGIA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,County,UNKNOWN,"['HAYS', 'HILLSBOROUGH', 'CASS', 'FREMONT', 'MONROE']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,County_Pos,UNKNOWN,"['GA', 'CO', 'TN', 'GA', 'IL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,City,UNKNOWN,"['SAINT JOHN', 'GENTRY', 'PANAMA CITY', 'ST PETERSBURG', 'COLD BAY']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fac_Name,UNKNOWN,"['J5 MIKE', 'WILCO', 'MERCY MEDICAL CENTER',
 'LOMA LINDA UNIV MED CTR-MURRIETA', 'GRAPEVINE AIRSTRIP']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_Type,UNKNOWN,"['PR', 'PR', 'PR', 'PR', 'PR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fac_Use,UNKNOWN,"['PR', 'PR', 'PR', 'PR', 'PR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_Name,UNKNOWN,"['CANADA', 'DAVID DEKLE', 'AIR EVAC LIFETEAM',
 'ALASKA DOT&PF CENTRAL REGION', 'TOM HULL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_Addr,ADDRESS|UNKNOWN,"['1000 N. WESTMORELAND ROAD', 'PO BOX 22287', '510 SOUTH CHINA LAKE BLVD',
 'PO BOX 70739', 'P.O BOX 112506']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_City,ADDRESS,"['MANSFIELD, OH 44902', 'ST. HELENA, CA 94574', 'BOISE, ID 83707-1129',
 'PHOENIX, AZ 85034', 'BIG LAKE, AK 99602']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Owner_Phon,PHONE_NUMBER,"['701-347-4944', '618-798-3000', '619-746-9400', '808-776-1511',
 '315-926-4845']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Na,UNKNOWN,"['ROBERT H. DEWITT, VICE PRES.', 'JEFFREY R CAMPBELL', 'GAVIN HEATON',
 'JUSTIN BOLLUM', 'RANDY SPAIN']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Ad,UNKNOWN|ADDRESS,"['212 CUNNINGHAM ROAD SW', 'PO BOX 112', 'PO BOX 22287', 'PO BOX 250',
 '6931 N. OLCOTT']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Ci,ADDRESS,"['WEATHERFORD , OK 73096', 'LAKE FOREST, IL 60045', 'CLYO, GA 31303',
 'SIDNEY, IA 51652', 'COTOPAXI, CO 81223']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Manager_Ph,PHONE_NUMBER,"['(918) 978-8121', '919-466-2233', '479-752-7113', '309-697-8272',
 '707-967-1400']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Point_,QUANTITY,"['48-14-08.0400N', '36-32-56.5460N', '32-33-44.3000N', '31-05-37.0000N',
 '33-25-10.3400N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_1,FLOAT,"['129935.6000N', '117224.3000N', '099954.4100N', '145604.5630N',
 '130523.4000N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_2,SSN,"['084-59-59.8840W', '097-16-17.1380W', '088-34-16.6650W',
 '116-52-30.9600W', '155-30-08.0000W']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_3,FLOAT|QUANTITY,"['297023.5920W', '277506.4200W', '441429.7600W', '294687.7000W',
 '293699.2730W']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Ref_Poin_4,UNKNOWN,"['E', 'E', 'E', 'E', 'E']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Elevation,FLOAT,"['133.69999695', '433.0', '680.0', '0.0', '150.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Elevation_,UNKNOWN,"['E', 'E', 'E', 'E', 'S']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mag_Var,ORDINAL,"['08W', '07W', '11E', '04W', '03W']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mag_Var_Ye,FLOAT,"['1985.0', '1985.0', '1985.0', '2020.0', '1980.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Pattern_Al,FLOAT,"['900.0', '800.0', '800.0', '800.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Sectional_,UNKNOWN,"['PHOENIX', 'GREAT FALLS', 'ATLANTA', 'NEW ORLEANS', 'ATLANTA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Dist_City_,ORDINAL,"['0.0', '3.0', '6.0', '8.0', '3.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Dir_City_T,UNKNOWN,"['NW', 'SE', 'S', 'N', 'SW']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Land_Area_,FLOAT,"['100.0', '5.0', '3800.0', '10.0', '127.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Boundary_A,UNKNOWN,"['ZLA', 'ZME', 'ZDV', 'ZOB', 'ZMA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Boundary_1,UNKNOWN,"['ZCB', 'ZCR', 'ZCF', 'ZCS', 'ZCA']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Boundary_2,UNKNOWN,"['MEMPHIS', 'BOSTON', 'CHICAGO', 'HOUSTON', 'CHICAGO']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Responsibl,UNKNOWN,"['ZME', 'ZAU', 'ZID', 'ZOA', 'ZOB']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Responsi_1,UNKNOWN,"['ZYZ', 'ZCM', 'ZCG', 'ZCL', 'ZCD']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Responsi_2,UNKNOWN,"['HONOLULU CONTROL FACILITY', 'CHICAGO', 'INDIANAPOLIS', 'OAKLAND',
 'SAN JUAN']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fss_On_Fac,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fss_Id,UNKNOWN,"['DEN', 'FOD', 'ENA', 'IKK', 'JBR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fss_Name,UNKNOWN,"['DENVER', 'KANKAKEE', 'COLD BAY', 'LEESBURG', 'KENAI']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Local_Phon,PHONE_NUMBER,"['907-283-7211', '907-283-7211', '907-283-7211', '907-442-3310',
 '907-283-7211']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Toll_Free_,QUANTITY,"['1-800-WX-BRIEF', '1-800-WX-BRIEF', '1-800-WX-BRIEF', '1-800-WX-BRIEF',
 '1-800-WX-BRIEF']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Alt_Fss_Id,UNKNOWN,"['ENA', 'FAI']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Alt_Fss_Na,UNKNOWN,"['FAIRBANKS', 'KENAI']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Toll_Fre_1,PHONE_NUMBER,"['1-866-864-1737', '1-866-248-6516']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Notam_Wx_F,UNKNOWN,"['ENA', 'TPF', 'CYZT', 'CDB', 'OZR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Notam_DSer,UNKNOWN,"['Y', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Activation,DATE,"['Sep-46', 'Mar-05', 'Mar-59', 'Oct-11', 'Sep-05']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Status_Cod,UNKNOWN,"['O', 'O', 'O', 'O', 'O']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Arff_Cert_,DATE,"['I C S 05/1973', 'I B S 04/2005', 'I B S 05/1973']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Npias_Fed_,UNKNOWN,"['NGY', 'NGY', 'N', 'N', 'NGY']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Airspace_A,UNKNOWN,"['CONDITIONAL', 'CONDITIONAL', 'NO OBJECTION', 'CONDITIONAL',
 'CONDITIONAL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Intl_Custo,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Intl_Cus_1,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mil_Joint_,UNKNOWN,"['N', 'N', 'N', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Mil_Landin,UNKNOWN,"['N', 'Y', 'Y', 'N', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Inspection,INTEGER,"['2', 'S', '2', '2', 'S']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Agency_Ins,UNKNOWN,"['N', 'S', 'N', 'S', 'N']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Last_Inspe,FLOAT,"['10242019.0', '7242019.0', '1142020.0', '12062017.0', '6112019.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Last_Info_,FLOAT,"['1131994.0', '2202020.0', '10071980.0', '3182020.0', '5161978.0']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Fuel_Types,ORDINAL|UNKNOWN|INTEGER,"['100LL', '100LLA    A1', '100', '100LLA', '100LL']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Repair_Ser,UNKNOWN,"['MINOR', 'MAJOR', 'MINOR', 'MAJOR', 'MAJOR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Power_Plan,UNKNOWN,"['MINOR', 'MAJOR', 'MAJOR', 'MAJOR', 'MAJOR']"
88b9ded4-89e9-43d6-a9ff-ca5a335b529b,Airports,Bottled_Ox,UNKNOWN,"['HIGH/LOW', 'LOW']"
